ID: 1 | 名前: 基本【草】エネルギー | カテゴリ: nan
ID: 433 | 名前: ロケット団のリーシャン | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・女）
ID: 434 | 名前: ロケット団のミミッキュ | カテゴリ: トレーナーのポケモン（ロケット団・ランス）
ID: 435 | 名前: ロケット団のレドームシ | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・男）
ID: 436 | 名前: ロケット団のイオルブ | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・男）
ID: 437 | 名前: マンキー | カテゴリ: nan
ID: 438 | 名前: オコリザル | カテゴリ: nan
ID: 439 | 名前: コノヨザル | カテゴリ: nan
ID: 440 | 名前: ロケット団のヨーギラス | カテゴリ: トレーナーのポケモン（ロケット団・アポロ）
ID: 441 | 名前: ロケット団のサナギラス | カテゴリ: トレーナーのポケモン（ロケット団・アポロ）
ID: 442 | 名前: ロケット団のバンギラス | カテゴリ: トレーナーのポケモン（ロケット団・アポロ）
ID: 443 | 名前: ノズパス | カテゴリ: nan
ID: 444 | 名前: ダイノーズ | カテゴリ: nan
ID: 445 | 名前: アサナン | カテゴリ: nan
ID: 446 | 名前: チャーレム | カテゴリ: nan
ID: 447 | 名前: レジロックex | カテゴリ: nan
ID: 448 | 名前: ロケット団のアーボ | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・女）
ID: 449 | 名前: ロケット団のアーボック | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・女）
ID: 450 | 名前: ロケット団のニドラン♀ | カテゴリ: トレーナーのポケモン（ロケット団・サカキ）
ID: 451 | 名前: ロケット団のニドリーナ | カテゴリ: トレーナーのポケモン（ロケット団・サカキ）
ID: 452 | 名前: ロケット団のニドクイン | カテゴリ: トレーナーのポケモン（ロケット団・サカキ）
ID: 453 | 名前: ロケット団のニドラン♂ | カテゴリ: トレーナーのポケモン（ロケット団・サカキ）
ID: 454 | 名前: ロケット団のニドリーノ | カテゴリ: トレーナーのポケモン（ロケット団・サカキ）
ID: 455 | 名前: ロケット団のニドキングex | カテゴリ: トレーナーのポケモン（ロケット団・サカキ）
ID: 456 | 名前: ロケット団のズバット | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・女）
ID: 457 | 名前: ロケット団のゴルバット | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・女）
ID: 458 | 名前: ロケット団のクロバットex | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・女）
ID: 459 | 名前: ロケット団のベトベター | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・男）
ID: 460 | 名前: ロケット団のベトベトン | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・男）
ID: 461 | 名前: ロケット団のドガース | カテゴリ: トレーナーのポケモン（ロケット団・ラムダ）
ID: 462 | 名前: ロケット団のマタドガス | カテゴリ: トレーナーのポケモン（ロケット団・ラムダ）
ID: 463 | 名前: ロケット団のヤミカラス | カテゴリ: トレーナーのポケモン（ロケット団・アテナ）
ID: 464 | 名前: ロケット団のニューラ | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・女）
ID: 465 | 名前: フォレトス | カテゴリ: nan
ID: 466 | 名前: エアームド | カテゴリ: nan
ID: 467 | 名前: ザマゼンタ | カテゴリ: nan
ID: 468 | 名前: ロケット団のコラッタ | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・男）
ID: 469 | 名前: ロケット団のラッタ | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・男）
ID: 470 | 名前: ロケット団のニャース | カテゴリ: トレーナーのポケモン（ロケット団・サカキ）
ID: 471 | 名前: ロケット団のペルシアンex | カテゴリ: トレーナーのポケモン（ロケット団・サカキ）
ID: 472 | 名前: ガルーラ | カテゴリ: nan
ID: 473 | 名前: ロケット団のポリゴン | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・男）
ID: 474 | 名前: ロケット団のポリゴン2 | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・男）
ID: 475 | 名前: ロケット団のポリゴンZ | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・男）
ID: 476 | 名前: スバメ | カテゴリ: nan
ID: 477 | 名前: オオスバメ | カテゴリ: nan
ID: 478 | 名前: イキリンコ | カテゴリ: nan
ID: 479 | 名前: ツタージャ | カテゴリ: nan
ID: 480 | 名前: ジャノビー | カテゴリ: nan
ID: 481 | 名前: ジャローダex | カテゴリ: nan
ID: 482 | 名前: ヤナップ | カテゴリ: nan
ID: 483 | 名前: ヤナッキー | カテゴリ: nan
ID: 484 | 名前: チュリネ | カテゴリ: nan
ID: 485 | 名前: ドレディア | カテゴリ: nan
ID: 486 | 名前: マラカッチ | カテゴリ: nan
ID: 487 | 名前: カブルモ | カテゴリ: nan
ID: 488 | 名前: タマゲタケ | カテゴリ: nan
ID: 489 | 名前: モロバレル | カテゴリ: nan
ID: 490 | 名前: ビクティニ | カテゴリ: nan
ID: 491 | 名前: ダルマッカ | カテゴリ: nan
ID: 492 | 名前: ヒヒダルマ | カテゴリ: nan
ID: 493 | 名前: ヒトモシ | カテゴリ: nan
ID: 494 | 名前: ランプラー | カテゴリ: nan
ID: 495 | 名前: シャンデラ | カテゴリ: nan
ID: 496 | 名前: メラルバ | カテゴリ: nan
ID: 497 | 名前: ウルガモス | カテゴリ: nan
ID: 498 | 名前: ヒヤップ | カテゴリ: nan
ID: 499 | 名前: ヒヤッキー | カテゴリ: nan
ID: 500 | 名前: オタマロ | カテゴリ: nan
ID: 501 | 名前: ガマガル | カテゴリ: nan
ID: 502 | 名前: ガマゲロゲ | カテゴリ: nan
ID: 503 | 名前: プロトーガ | カテゴリ: nan
ID: 504 | 名前: アバゴーラ | カテゴリ: nan
ID: 505 | 名前: ママンボウ | カテゴリ: nan
ID: 506 | 名前: クマシュン | カテゴリ: nan
ID: 507 | 名前: ツンベアー | カテゴリ: nan
ID: 508 | 名前: フリージオ | カテゴリ: nan
ID: 509 | 名前: キュレムex | カテゴリ: nan
ID: 510 | 名前: エモンガ | カテゴリ: nan
ID: 511 | 名前: シビシラス | カテゴリ: nan
ID: 512 | 名前: シビビール | カテゴリ: nan
ID: 513 | 名前: シビルドン | カテゴリ: nan
ID: 514 | 名前: ボルトロス | カテゴリ: nan
ID: 515 | 名前: ゼクロムex | カテゴリ: nan
ID: 516 | 名前: ムンナ | カテゴリ: nan
ID: 517 | 名前: ムシャーナ | カテゴリ: nan
ID: 518 | 名前: ユニラン | カテゴリ: nan
ID: 519 | 名前: ダブラン | カテゴリ: nan
ID: 520 | 名前: ランクルス | カテゴリ: nan
ID: 521 | 名前: リグレー | カテゴリ: nan
ID: 522 | 名前: オーベム | カテゴリ: nan
ID: 523 | 名前: ゴビット | カテゴリ: nan
ID: 524 | 名前: ゴルーグ | カテゴリ: nan
ID: 525 | 名前: メロエッタex | カテゴリ: nan
ID: 526 | 名前: モグリュー | カテゴリ: nan
ID: 527 | 名前: ドリュウズex | カテゴリ: nan
ID: 528 | 名前: ドッコラー | カテゴリ: nan
ID: 529 | 名前: ドテッコツ | カテゴリ: nan
ID: 530 | 名前: ローブシン | カテゴリ: nan
ID: 531 | 名前: ナゲキ | カテゴリ: nan
ID: 532 | 名前: イシズマイ | カテゴリ: nan
ID: 533 | 名前: イワパレス | カテゴリ: nan
ID: 534 | 名前: ランドロス | カテゴリ: nan
ID: 535 | 名前: フシデ | カテゴリ: nan
ID: 536 | 名前: ホイーガ | カテゴリ: nan
ID: 537 | 名前: ペンドラー | カテゴリ: nan
ID: 538 | 名前: メグロコ | カテゴリ: nan
ID: 539 | 名前: ワルビル | カテゴリ: nan
ID: 540 | 名前: ワルビアル | カテゴリ: nan
ID: 541 | 名前: バルチャイ | カテゴリ: nan
ID: 542 | 名前: バルジーナ | カテゴリ: nan
ID: 543 | 名前: シュバルゴ | カテゴリ: nan
ID: 544 | 名前: コマタナ | カテゴリ: nan
ID: 545 | 名前: キリキザン | カテゴリ: nan
ID: 546 | 名前: コバルオン | カテゴリ: nan
ID: 547 | 名前: ゲノセクトex | カテゴリ: nan
ID: 548 | 名前: キバゴ | カテゴリ: nan
ID: 549 | 名前: オノンド | カテゴリ: nan
ID: 550 | 名前: オノノクス | カテゴリ: nan
ID: 551 | 名前: マメパト | カテゴリ: nan
ID: 552 | 名前: ハトーボー | カテゴリ: nan
ID: 553 | 名前: ケンホロウ | カテゴリ: nan
ID: 554 | 名前: タブンネ | カテゴリ: nan
ID: 555 | 名前: チラーミィ | カテゴリ: nan
ID: 556 | 名前: チラチーノ | カテゴリ: nan
ID: 557 | 名前: クルミル | カテゴリ: nan
ID: 558 | 名前: クルマユ | カテゴリ: nan
ID: 559 | 名前: ハハコモリ | カテゴリ: nan
ID: 560 | 名前: モンメン | カテゴリ: nan
ID: 561 | 名前: エルフーンex | カテゴリ: nan
ID: 562 | 名前: シキジカ | カテゴリ: nan
ID: 563 | 名前: メブキジカ | カテゴリ: nan
ID: 564 | 名前: チョボマキ | カテゴリ: nan
ID: 565 | 名前: アギルダー | カテゴリ: nan
ID: 566 | 名前: ビリジオン | カテゴリ: nan
ID: 567 | 名前: ポカブ | カテゴリ: nan
ID: 568 | 名前: チャオブー | カテゴリ: nan
ID: 569 | 名前: エンブオー | カテゴリ: nan
ID: 570 | 名前: バオップ | カテゴリ: nan
ID: 571 | 名前: バオッキー | カテゴリ: nan
ID: 572 | 名前: クイタラン | カテゴリ: nan
ID: 573 | 名前: レシラムex | カテゴリ: nan
ID: 574 | 名前: ミジュマル | カテゴリ: nan
ID: 575 | 名前: フタチマル | カテゴリ: nan
ID: 576 | 名前: ダイケンキ | カテゴリ: nan
ID: 577 | 名前: バスラオ | カテゴリ: nan
ID: 578 | 名前: コアルヒー | カテゴリ: nan
ID: 579 | 名前: スワンナ | カテゴリ: nan
ID: 580 | 名前: バニプッチ | カテゴリ: nan
ID: 581 | 名前: バニリッチ | カテゴリ: nan
ID: 582 | 名前: バイバニラ | カテゴリ: nan
ID: 583 | 名前: ケルディオex | カテゴリ: nan
ID: 584 | 名前: シママ | カテゴリ: nan
ID: 585 | 名前: ゼブライカ | カテゴリ: nan
ID: 586 | 名前: バチュル | カテゴリ: nan
ID: 587 | 名前: デンチュラ | カテゴリ: nan
ID: 588 | 名前: マッギョ | カテゴリ: nan
ID: 589 | 名前: コロモリ | カテゴリ: nan
ID: 590 | 名前: ココロモリ | カテゴリ: nan
ID: 591 | 名前: シンボラー | カテゴリ: nan
ID: 592 | 名前: デスマス | カテゴリ: nan
ID: 593 | 名前: デスカーン | カテゴリ: nan
ID: 594 | 名前: ゴチム | カテゴリ: nan
ID: 595 | 名前: ゴチミル | カテゴリ: nan
ID: 596 | 名前: ゴチルゼル | カテゴリ: nan
ID: 597 | 名前: プルリル | カテゴリ: nan
ID: 598 | 名前: ブルンゲルex | カテゴリ: nan
ID: 599 | 名前: ダンゴロ | カテゴリ: nan
ID: 600 | 名前: ガントル | カテゴリ: nan
ID: 601 | 名前: ギガイアス | カテゴリ: nan
ID: 602 | 名前: ダゲキ | カテゴリ: nan
ID: 603 | 名前: アーケン | カテゴリ: nan
ID: 604 | 名前: アーケオス | カテゴリ: nan
ID: 605 | 名前: コジョフー | カテゴリ: nan
ID: 606 | 名前: コジョンド | カテゴリ: nan
ID: 607 | 名前: テラキオン | カテゴリ: nan
ID: 608 | 名前: チョロネコ | カテゴリ: nan
ID: 609 | 名前: レパルダス | カテゴリ: nan
ID: 610 | 名前: ズルッグ | カテゴリ: nan
ID: 611 | 名前: ズルズキン | カテゴリ: nan
ID: 612 | 名前: ヤブクロン | カテゴリ: nan
ID: 613 | 名前: ダストダス | カテゴリ: nan
ID: 614 | 名前: ゾロア | カテゴリ: nan
ID: 615 | 名前: ゾロアーク | カテゴリ: nan
ID: 616 | 名前: モノズ | カテゴリ: nan
ID: 617 | 名前: ジヘッド | カテゴリ: nan
ID: 618 | 名前: サザンドラex | カテゴリ: nan
ID: 619 | 名前: テッシード | カテゴリ: nan
ID: 620 | 名前: ナットレイ | カテゴリ: nan
ID: 621 | 名前: ギアル | カテゴリ: nan
ID: 622 | 名前: ギギアル | カテゴリ: nan
ID: 623 | 名前: ギギギアル | カテゴリ: nan
ID: 624 | 名前: アイアント | カテゴリ: nan
ID: 625 | 名前: クリムガン | カテゴリ: nan
ID: 626 | 名前: ミネズミ | カテゴリ: nan
ID: 627 | 名前: ミルホッグ | カテゴリ: nan
ID: 628 | 名前: ヨーテリー | カテゴリ: nan
ID: 629 | 名前: ハーデリア | カテゴリ: nan
ID: 630 | 名前: ムーランド | カテゴリ: nan
ID: 631 | 名前: バッフロンex | カテゴリ: nan
ID: 632 | 名前: ワシボン | カテゴリ: nan
ID: 633 | 名前: ウォーグル | カテゴリ: nan
ID: 634 | 名前: トルネロス | カテゴリ: nan
ID: 635 | 名前: ダイゴのヤジロン | カテゴリ: トレーナーのポケモン（ダイゴ）
ID: 636 | 名前: ダイゴのネンドール | カテゴリ: トレーナーのポケモン（ダイゴ）
ID: 637 | 名前: ダイゴのメレシー | カテゴリ: トレーナーのポケモン（ダイゴ）
ID: 638 | 名前: ダイゴのエアームド | カテゴリ: トレーナーのポケモン（ダイゴ）
ID: 639 | 名前: ダイゴのダンバル | カテゴリ: トレーナーのポケモン（ダイゴ）
ID: 640 | 名前: ダイゴのメタング | カテゴリ: トレーナーのポケモン（ダイゴ）
ID: 641 | 名前: ダイゴのメタグロスex | カテゴリ: トレーナーのポケモン（ダイゴ）
ID: 642 | 名前: マリィのチョロネコ | カテゴリ: トレーナーのポケモン（マリィ）
ID: 643 | 名前: マリィのレパルダス | カテゴリ: トレーナーのポケモン（マリィ）
ID: 644 | 名前: マリィのズルッグ | カテゴリ: トレーナーのポケモン（マリィ）
ID: 645 | 名前: マリィのズルズキン | カテゴリ: トレーナーのポケモン（マリィ）
ID: 646 | 名前: マリィのベロバー | カテゴリ: トレーナーのポケモン（マリィ）
ID: 647 | 名前: マリィのギモー | カテゴリ: トレーナーのポケモン（マリィ）
ID: 648 | 名前: マリィのオーロンゲex | カテゴリ: トレーナーのポケモン（マリィ）
ID: 649 | 名前: マリィのモルペコ | カテゴリ: トレーナーのポケモン（マリィ）
ID: 650 | 名前: フシギダネ | カテゴリ: nan
ID: 651 | 名前: フシギソウ | カテゴリ: nan
ID: 652 | 名前: メガフシギバナex | カテゴリ: nan
ID: 653 | 名前: タマタマ | カテゴリ: nan
ID: 654 | 名前: ナッシー | カテゴリ: nan
ID: 655 | 名前: セレビィ | カテゴリ: nan
ID: 656 | 名前: タネボー | カテゴリ: nan
ID: 657 | 名前: コノハナ | カテゴリ: nan
ID: 658 | 名前: ダーテング | カテゴリ: nan
ID: 659 | 名前: ロコン | カテゴリ: nan
ID: 660 | 名前: キュウコン | カテゴリ: nan
ID: 661 | 名前: ドンメル | カテゴリ: nan
ID: 662 | 名前: メガバクーダex | カテゴリ: nan
ID: 663 | 名前: ボルケニオン | カテゴリ: nan
ID: 664 | 名前: ヒバニー | カテゴリ: nan
ID: 665 | 名前: ラビフット | カテゴリ: nan
ID: 666 | 名前: エースバーン | カテゴリ: nan
ID: 667 | 名前: ヘイガニ | カテゴリ: nan
ID: 668 | 名前: コレクレー | カテゴリ: nan
ID: 669 | 名前: サンド | カテゴリ: nan
ID: 670 | 名前: サンドパン | カテゴリ: nan
ID: 671 | 名前: イワーク | カテゴリ: nan
ID: 672 | 名前: バルキー | カテゴリ: nan
ID: 673 | 名前: マクノシタ | カテゴリ: nan
ID: 674 | 名前: ハリテヤマ | カテゴリ: nan
ID: 675 | 名前: ルナトーン | カテゴリ: nan
ID: 676 | 名前: ソルロック | カテゴリ: nan
ID: 677 | 名前: リオル | カテゴリ: nan
ID: 678 | 名前: メガルカリオex | カテゴリ: nan
ID: 679 | 名前: グレッグル | カテゴリ: nan
ID: 680 | 名前: ドクロッグ | カテゴリ: nan
ID: 681 | 名前: マーシャドー | カテゴリ: nan
ID: 682 | 名前: イシヘンジン | カテゴリ: nan
ID: 683 | 名前: コジオ | カテゴリ: nan
ID: 684 | 名前: ジオヅム | カテゴリ: nan
ID: 685 | 名前: キョジオーン | カテゴリ: nan
ID: 686 | 名前: シザリガー | カテゴリ: nan
ID: 687 | 名前: メガアブソルex | カテゴリ: nan
ID: 688 | 名前: ミカルゲ | カテゴリ: nan
ID: 689 | 名前: イベルタル | カテゴリ: nan
ID: 690 | 名前: クスネ | カテゴリ: nan
ID: 691 | 名前: フォクスライ | カテゴリ: nan
ID: 692 | 名前: シルシュルー | カテゴリ: nan
ID: 693 | 名前: タギングル | カテゴリ: nan
ID: 694 | 名前: ハガネール | カテゴリ: nan
ID: 695 | 名前: メガクチートex | カテゴリ: nan
ID: 696 | 名前: ディアルガ | カテゴリ: nan
ID: 697 | 名前: カヌチャン | カテゴリ: nan
ID: 698 | 名前: ナカヌチャン | カテゴリ: nan
ID: 699 | 名前: デカヌチャン | カテゴリ: nan
ID: 700 | 名前: サーフゴー | カテゴリ: nan
ID: 701 | 名前: オニスズメ | カテゴリ: nan
ID: 702 | 名前: オニドリル | カテゴリ: nan
ID: 703 | 名前: ミルタンク | カテゴリ: nan
ID: 704 | 名前: ヤングース | カテゴリ: nan
ID: 705 | 名前: デカグース | カテゴリ: nan
ID: 706 | 名前: モンジャラ | カテゴリ: nan
ID: 707 | 名前: モジャンボ | カテゴリ: nan
ID: 708 | 名前: チコリータ | カテゴリ: nan
ID: 709 | 名前: ベイリーフ | カテゴリ: nan
ID: 710 | 名前: メガニウム | カテゴリ: nan
ID: 711 | 名前: ツボツボ | カテゴリ: nan
ID: 712 | 名前: ツチニン | カテゴリ: nan
ID: 713 | 名前: テッカニン | カテゴリ: nan
ID: 714 | 名前: ダダリン | カテゴリ: nan
ID: 715 | 名前: シシコ | カテゴリ: nan
ID: 716 | 名前: カエンジシ | カテゴリ: nan
ID: 717 | 名前: ヤクデ | カテゴリ: nan
ID: 718 | 名前: マルヤクデ | カテゴリ: nan
ID: 719 | 名前: イーユイ | カテゴリ: nan
ID: 720 | 名前: マンタイン | カテゴリ: nan
ID: 721 | 名前: カイオーガ | カテゴリ: nan
ID: 722 | 名前: ユキカブリ | カテゴリ: nan
ID: 723 | 名前: メガユキノオーex | カテゴリ: nan
ID: 724 | 名前: ウデッポウ | カテゴリ: nan
ID: 725 | 名前: ブロスター | カテゴリ: nan
ID: 726 | 名前: メッソン | カテゴリ: nan
ID: 727 | 名前: ジメレオン | カテゴリ: nan
ID: 728 | 名前: インテレオン | カテゴリ: nan
ID: 729 | 名前: ユキハミ | カテゴリ: nan
ID: 730 | 名前: モスノウ | カテゴリ: nan
ID: 731 | 名前: コオリッポ | カテゴリ: nan
ID: 732 | 名前: コイル | カテゴリ: nan
ID: 733 | 名前: レアコイル | カテゴリ: nan
ID: 734 | 名前: ジバコイル | カテゴリ: nan
ID: 735 | 名前: ライコウ | カテゴリ: nan
ID: 736 | 名前: ラクライ | カテゴリ: nan
ID: 737 | 名前: メガライボルトex | カテゴリ: nan
ID: 738 | 名前: パチリス | カテゴリ: nan
ID: 739 | 名前: エリキテル | カテゴリ: nan
ID: 740 | 名前: エレザード | カテゴリ: nan
ID: 741 | 名前: ケーシィ | カテゴリ: nan
ID: 742 | 名前: ユンゲラー | カテゴリ: nan
ID: 743 | 名前: フーディン | カテゴリ: nan
ID: 744 | 名前: ルージュラ | カテゴリ: nan
ID: 745 | 名前: ラルトス | カテゴリ: nan
ID: 746 | 名前: キルリア | カテゴリ: nan
ID: 747 | 名前: メガサーナイトex | カテゴリ: nan
ID: 748 | 名前: ヌケニン | カテゴリ: nan
ID: 749 | 名前: バネブー | カテゴリ: nan
ID: 750 | 名前: ブーピッグ | カテゴリ: nan
ID: 751 | 名前: ゼルネアス | カテゴリ: nan
ID: 752 | 名前: ボチ | カテゴリ: nan
ID: 753 | 名前: ハカドッグ | カテゴリ: nan
ID: 754 | 名前: メガラティアスex | カテゴリ: nan
ID: 755 | 名前: ラティオス | カテゴリ: nan
ID: 756 | 名前: メガガルーラex | カテゴリ: nan
ID: 757 | 名前: デリバード | カテゴリ: nan
ID: 758 | 名前: ミミロル | カテゴリ: nan
ID: 759 | 名前: ミミロップ | カテゴリ: nan
ID: 760 | 名前: ヌイコグマ | カテゴリ: nan
ID: 761 | 名前: キテルグマ | カテゴリ: nan
ID: 762 | 名前: ブルー | カテゴリ: nan
ID: 763 | 名前: グランブル | カテゴリ: nan
ID: 764 | 名前: クレセリア | カテゴリ: nan
ID: 765 | 名前: メロエッタ | カテゴリ: nan
ID: 766 | 名前: メガディアンシーex | カテゴリ: nan
ID: 767 | 名前: ミミッキュ | カテゴリ: nan
ID: 768 | 名前: マホミル | カテゴリ: nan
ID: 769 | 名前: マホイップ | カテゴリ: nan
ID: 770 | 名前: ゴース | カテゴリ: nan
ID: 771 | 名前: ゴースト | カテゴリ: nan
ID: 772 | 名前: メガゲンガーex | カテゴリ: nan
ID: 773 | 名前: ヤミカラス | カテゴリ: nan
ID: 774 | 名前: ドンカラス | カテゴリ: nan
ID: 775 | 名前: ヤミラミ | カテゴリ: nan
ID: 776 | 名前: アブソル | カテゴリ: nan
ID: 777 | 名前: ムゲンダイナ | カテゴリ: nan
ID: 778 | 名前: ナゾノクサ | カテゴリ: nan
ID: 779 | 名前: クサイハナ | カテゴリ: nan
ID: 780 | 名前: ラフレシア | カテゴリ: nan
ID: 781 | 名前: メガヘラクロスex | カテゴリ: nan
ID: 782 | 名前: ハスボー | カテゴリ: nan
ID: 783 | 名前: ハスブレロ | カテゴリ: nan
ID: 784 | 名前: ルンパッパ | カテゴリ: nan
ID: 785 | 名前: ゲノセクト | カテゴリ: nan
ID: 786 | 名前: マメバッタ | カテゴリ: nan
ID: 787 | 名前: エクスレッグ | カテゴリ: nan
ID: 788 | 名前: ヒトカゲ | カテゴリ: nan
ID: 789 | 名前: リザード | カテゴリ: nan
ID: 790 | 名前: メガリザードンXex | カテゴリ: nan
ID: 791 | 名前: ファイヤー | カテゴリ: nan
ID: 792 | 名前: ダルマッカ | カテゴリ: nan
ID: 793 | 名前: ヒヒダルマ | カテゴリ: nan
ID: 794 | 名前: レシラム | カテゴリ: nan
ID: 795 | 名前: オドリドリex | カテゴリ: nan
ID: 796 | 名前: カルボウ | カテゴリ: nan
ID: 797 | 名前: ソウブレイズ | カテゴリ: nan
ID: 798 | 名前: パウワウ | カテゴリ: nan
ID: 799 | 名前: ジュゴン | カテゴリ: nan
ID: 800 | 名前: ウリムー | カテゴリ: nan
ID: 801 | 名前: イノムー | カテゴリ: nan
ID: 802 | 名前: マンムー | カテゴリ: nan
ID: 803 | 名前: スイクン | カテゴリ: nan
ID: 804 | 名前: ポッチャマ | カテゴリ: nan
ID: 805 | 名前: ポッタイシ | カテゴリ: nan
ID: 806 | 名前: ロトムex | カテゴリ: nan
ID: 807 | 名前: ワンパチ | カテゴリ: nan
ID: 808 | 名前: パルスワン | カテゴリ: nan
ID: 809 | 名前: パモ | カテゴリ: nan
ID: 810 | 名前: パモット | カテゴリ: nan
ID: 811 | 名前: パーモット | カテゴリ: nan
ID: 812 | 名前: ムウマ | カテゴリ: nan
ID: 813 | 名前: ムウマージex | カテゴリ: nan
ID: 814 | 名前: モンメン | カテゴリ: nan
ID: 815 | 名前: エルフーン | カテゴリ: nan
ID: 816 | 名前: ザシアン | カテゴリ: nan
ID: 817 | 名前: アノクサ | カテゴリ: nan
ID: 818 | 名前: アノホラグサ | カテゴリ: nan
ID: 819 | 名前: パルデア ケンタロス | カテゴリ: nan
ID: 820 | 名前: グライガー | カテゴリ: nan
ID: 821 | 名前: グライオン | カテゴリ: nan
ID: 822 | 名前: ナックラー | カテゴリ: nan
ID: 823 | 名前: ビブラーバ | カテゴリ: nan
ID: 824 | 名前: フライゴン | カテゴリ: nan
ID: 825 | 名前: ニューラ | カテゴリ: nan
ID: 826 | 名前: マニューラ | カテゴリ: nan
ID: 827 | 名前: キバニア | カテゴリ: nan
ID: 828 | 名前: メガサメハダーex | カテゴリ: nan
ID: 829 | 名前: ハブネーク | カテゴリ: nan
ID: 830 | 名前: メグロコ | カテゴリ: nan
ID: 831 | 名前: ワルビル | カテゴリ: nan
ID: 832 | 名前: ワルビアル | カテゴリ: nan
ID: 833 | 名前: エレズン | カテゴリ: nan
ID: 834 | 名前: ストリンダー | カテゴリ: nan
ID: 835 | 名前: エンペルトex | カテゴリ: nan
ID: 836 | 名前: ドーミラー | カテゴリ: nan
ID: 837 | 名前: ドータクン | カテゴリ: nan
ID: 838 | 名前: トゲデマル | カテゴリ: nan
ID: 839 | 名前: ジュラルドン | カテゴリ: nan
ID: 840 | 名前: ブリジュラス | カテゴリ: nan
ID: 841 | 名前: プリン | カテゴリ: nan
ID: 842 | 名前: プクリン | カテゴリ: nan
ID: 843 | 名前: エイパム | カテゴリ: nan
ID: 844 | 名前: エテボース | カテゴリ: nan
ID: 845 | 名前: ドーブル | カテゴリ: nan
ID: 846 | 名前: ジグザグマ | カテゴリ: nan
ID: 847 | 名前: マッスグマ | カテゴリ: nan
ID: 848 | 名前: ミミロル | カテゴリ: nan
ID: 849 | 名前: メガミミロップex | カテゴリ: nan
ID: 850 | 名前: ケムッソ | カテゴリ: nan
ID: 851 | 名前: カラサリス | カテゴリ: nan
ID: 852 | 名前: アゲハント | カテゴリ: nan
ID: 853 | 名前: マユルド | カテゴリ: nan
ID: 854 | 名前: ドクケイル | カテゴリ: nan
ID: 855 | 名前: エンテイ | カテゴリ: nan
ID: 856 | 名前: ドンメル | カテゴリ: nan
ID: 857 | 名前: バクーダ | カテゴリ: nan
ID: 858 | 名前: コダック | カテゴリ: nan
ID: 859 | 名前: ゴルダック | カテゴリ: nan
ID: 860 | 名前: ユキワラシ | カテゴリ: nan
ID: 861 | 名前: メガユキメノコex | カテゴリ: nan
ID: 862 | 名前: Nのバニプッチ | カテゴリ: トレーナーのポケモン（N）
ID: 863 | 名前: Nのバニリッチ | カテゴリ: トレーナーのポケモン（N）
ID: 864 | 名前: Nのバイバニラ | カテゴリ: トレーナーのポケモン（N）
ID: 865 | 名前: ユキハミ | カテゴリ: nan
ID: 866 | 名前: モスノウ | カテゴリ: nan
ID: 867 | 名前: ブリザポス | カテゴリ: nan
ID: 868 | 名前: メガシビルドンex | カテゴリ: nan
ID: 869 | 名前: マッギョ | カテゴリ: nan
ID: 870 | 名前: エリキテル | カテゴリ: nan
ID: 871 | 名前: エレザード | カテゴリ: nan
ID: 872 | 名前: カプ・コケコ | カテゴリ: nan
ID: 873 | 名前: ロケット団のタマタマ | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・女）
ID: 874 | 名前: ロケット団のナッシー | カテゴリ: トレーナーのポケモン（ロケット団・したっぱ・女）
ID: 875 | 名前: ムウマ | カテゴリ: nan
ID: 876 | 名前: ムウマージ | カテゴリ: nan
ID: 877 | 名前: ロトム | カテゴリ: nan
ID: 878 | 名前: ホップのボクレー | カテゴリ: トレーナーのポケモン（ホップ）
ID: 879 | 名前: ホップのオーロット | カテゴリ: トレーナーのポケモン（ホップ）
ID: 880 | 名前: レイスポス | カテゴリ: nan
ID: 881 | 名前: ロケット団のディグダ | カテゴリ: トレーナーのポケモン（ロケット団・サカキ）
ID: 882 | 名前: ロケット団のダグトリオ | カテゴリ: トレーナーのポケモン（ロケット団・サカキ）
ID: 883 | 名前: アサナン | カテゴリ: nan
ID: 884 | 名前: チャーレム | カテゴリ: nan
ID: 885 | 名前: ヤンチャム | カテゴリ: nan
ID: 886 | 名前: メガルチャブルex | カテゴリ: nan
ID: 887 | 名前: タンドン | カテゴリ: nan
ID: 888 | 名前: トロッゴン | カテゴリ: nan
ID: 889 | 名前: セキタンザン | カテゴリ: nan
ID: 890 | 名前: イイネイヌ | カテゴリ: nan
